E,flux
9.180000,486206.000000
9.200000,483921.500000
9.220000,481617.500000
9.240000,479325.500000
9.260000,477021.500000
9.280000,474705.000000
9.300000,472374.500000
9.320000,470028.000000
9.340000,467692.000000
9.360000,465344.500000
9.380000,462985.500000
9.400000,460612.000000
9.420000,458227.000000
9.440000,455851.000000
9.460000,453464.000000
9.480000,451065.500000
9.500000,448653.500000
9.520000,446234.000000
9.540000,443821.000000
9.560000,441398.500000
9.580000,438964.500000
9.600000,436516.000000
9.620000,434066.500000
9.640000,431620.500000
9.660000,429165.000000
9.680000,426699.000000
9.700000,424218.000000
9.720000,421742.000000
9.740000,419266.500000
9.760000,416781.500000
9.780000,414286.500000
9.800000,411775.500000
9.820000,409278.000000
9.840000,406776.500000
9.860000,404266.000000
9.880000,401746.500000
9.900000,399210.000000
9.920000,396693.500000
9.940000,394169.500000
9.960000,391637.500000
9.980000,389096.000000
10.000000,386542.500000
10.020000,384007.000000
10.040000,381464.500000
10.060000,378915.000000
10.080000,376356.000000
10.100000,373789.500000
10.120000,371238.500000
10.140000,368681.500000
10.160000,366118.000000
10.180000,363544.500000
10.200000,360969.000000
10.220000,358407.000000
10.240000,355839.000000
10.260000,353265.000000
10.280000,350680.500000
10.300000,348101.000000
10.320000,345531.000000
10.340000,342956.500000
10.360000,340376.000000
10.380000,337784.000000
10.400000,335204.500000
10.420000,332631.000000
10.440000,330053.500000
10.460000,327470.000000
10.480000,324873.500000
10.500000,322300.000000
10.520000,319727.000000
10.540000,317150.000000
10.560000,314567.500000
10.580000,311973.000000
10.600000,309406.500000
10.620000,306837.500000
10.640000,304265.500000
10.660000,301688.000000
10.680000,299103.000000
10.700000,296544.500000
10.720000,293984.000000
10.740000,291420.500000
10.760000,288852.000000
10.780000,286282.000000
10.800000,283734.500000
10.820000,281186.500000
10.840000,278635.500000
10.860000,276079.500000
10.880000,273528.000000
10.900000,270996.000000
10.920000,268464.000000
10.940000,265929.500000
10.960000,263389.000000
10.980000,260861.000000
11.000000,258349.000000
11.020000,255836.000000
11.040000,253322.500000
11.060000,250800.000000
11.080000,248300.500000
11.100000,245812.000000
11.120000,243323.500000
11.140000,240834.000000
11.160000,238333.000000
11.180000,235868.500000
11.200000,233407.000000
11.220000,230946.500000
11.240000,228485.000000
11.260000,226015.500000
11.280000,223583.000000
11.300000,221153.000000
11.320000,218724.000000
11.340000,216294.000000
11.360000,213862.000000
11.380000,211464.000000
11.400000,209068.500000
11.420000,206675.000000
11.440000,204279.500000
11.460000,201889.000000
11.480000,199529.000000
11.500000,197173.000000
11.520000,194818.500000
11.540000,192461.500000
11.560000,190117.500000
11.580000,187800.000000
11.600000,185486.000000
11.620000,183174.500000
11.640000,180859.000000
11.660000,178566.500000
11.680000,176295.000000
11.700000,174027.500000
11.720000,171762.000000
11.740000,169490.000000
11.760000,167254.500000
11.780000,165032.500000
11.800000,162815.000000
11.820000,160599.500000
11.840000,158375.500000
11.860000,156200.500000
11.880000,154031.500000
11.900000,151867.000000
11.920000,149704.500000
11.940000,147539.500000
11.960000,145421.000000
11.980000,143308.500000
12.000000,141201.500000
12.020000,139095.500000
12.040000,136994.000000
12.060000,134935.500000
12.080000,132883.500000
12.100000,130836.500000
12.120000,128790.000000
12.140000,126756.500000
12.160000,124761.500000
12.180000,122773.000000
12.200000,120790.000000
12.220000,118804.500000
12.240000,116844.000000
12.260000,114915.500000
12.280000,112994.000000
12.300000,111077.500000
12.320000,109156.000000
12.340000,107273.500000
12.360000,105415.000000
12.380000,103563.500000
12.400000,101716.000000
12.420000,99857.500000
12.440000,98060.000000
12.460000,96274.000000
12.480000,94495.000000
12.500000,92719.500000
12.520000,90936.500000
12.540000,89218.500000
12.560000,87508.500000
12.580000,85805.500000
12.600000,84104.500000
12.620000,82405.000000
12.640000,80765.000000
12.660000,79133.500000
12.680000,77508.500000
12.700000,75883.500000
12.720000,74271.000000
12.740000,72712.500000
12.760000,71162.000000
12.780000,69617.000000
12.800000,68069.500000
12.820000,66548.000000
12.840000,65073.000000
12.860000,63605.500000
12.880000,62143.000000
12.900000,60672.500000
12.920000,59247.500000
12.940000,57858.000000
12.960000,56476.000000
12.980000,55097.500000
13.000000,53703.000000
13.020000,52381.000000
13.040000,51079.000000
13.060000,49783.500000
13.080000,48489.000000
13.100000,47177.000000
13.120000,45956.500000
13.140000,44743.500000
13.160000,43536.500000
13.180000,42328.500000
13.200000,41114.000000
13.220000,39985.000000
13.240000,38863.000000
13.260000,37745.000000
13.280000,36623.000000
13.300000,35508.500000
13.320000,34472.000000
13.340000,33441.500000
13.360000,32413.500000
13.380000,31376.500000
13.400000,30366.500000
13.420000,29423.000000
13.440000,28484.000000
13.460000,27545.500000
13.480000,26590.500000
13.500000,25689.500000
13.520000,24839.000000
13.540000,23992.500000
13.560000,23143.500000
13.580000,22266.500000
13.600000,21481.000000
13.620000,20723.500000
13.640000,19968.000000
13.660000,19207.500000
13.680000,18410.000000
13.700000,17739.500000
13.720000,17073.000000
13.740000,16407.000000
13.760000,15733.000000
13.780000,15038.500000
13.800000,14458.000000
13.820000,13880.000000
13.840000,13301.000000
13.860000,12709.500000
13.880000,12118.500000
13.900000,11623.500000
13.920000,11130.000000
13.940000,10634.000000
13.960000,10121.000000
13.980000,9631.000000
14.000000,9216.500000
14.020000,8802.000000
14.040000,8383.000000
14.060000,7943.000000
14.080000,7550.500000
14.100000,7209.000000
14.120000,6866.500000
14.140000,6519.000000
14.160000,6143.000000
14.180000,5842.500000
14.200000,5565.500000
14.220000,5287.500000
14.240000,5003.000000
14.260000,4686.000000
14.280000,4465.000000
14.300000,4244.000000
14.320000,4022.000000
14.340000,3792.500000
14.360000,3547.000000
14.380000,3374.000000
14.400000,3200.500000
14.420000,3025.500000
14.440000,2843.000000
14.460000,2658.500000
14.480000,2524.500000
14.500000,2390.000000
14.520000,2253.500000
14.540000,2109.000000
14.560000,1974.000000
14.580000,1871.500000
14.600000,1768.000000
14.620000,1663.000000
14.640000,1549.500000
14.660000,1453.500000
14.680000,1375.500000
14.700000,1297.000000
14.720000,1216.500000
14.740000,1126.500000
14.760000,1060.500000
14.780000,1001.500000
14.800000,942.000000
14.820000,880.500000
14.840000,810.000000
14.860000,766.000000
14.880000,722.000000
14.900000,677.500000
14.920000,631.000000
14.940000,580.500000
14.960000,548.000000
14.980000,515.000000
15.000000,481.500000
15.020000,446.500000
15.040000,411.000000
15.060000,386.500000
15.080000,362.500000
15.100000,337.500000
15.120000,311.000000
15.140000,287.000000
15.160000,269.000000
15.180000,251.000000
15.200000,233.000000
15.220000,213.000000
15.240000,196.500000
15.260000,184.000000
15.280000,171.000000
15.300000,157.500000
15.320000,142.500000
15.340000,132.000000
15.360000,123.000000
15.380000,114.000000
15.400000,104.500000
15.420000,93.500000
15.440000,87.000000
15.460000,81.000000
15.480000,74.500000
15.500000,67.500000
15.520000,60.500000
15.540000,56.000000
15.560000,51.500000
15.580000,47.500000
15.600000,42.500000
15.620000,38.000000
15.640000,35.000000
15.660000,32.000000
15.680000,29.000000
15.700000,26.000000
15.720000,23.000000
15.740000,21.000000
15.760000,19.000000
15.780000,17.000000
15.800000,15.000000
15.820000,13.500000
15.840000,12.000000
15.860000,11.000000
15.880000,9.500000
15.900000,8.000000
15.920000,7.500000
15.940000,6.500000
15.960000,6.000000
15.980000,5.000000
16.000000,4.500000
16.020000,4.000000
16.040000,3.500000
16.060000,3.000000
16.080000,2.500000
16.100000,2.000000
16.120000,2.000000
16.140000,1.500000
16.160000,1.500000
16.180000,1.000000
16.200000,1.000000
16.220000,1.000000
16.240000,0.500000
16.260000,0.500000
16.280000,0.500000
16.300000,0.500000
16.320000,0.500000
16.340000,0.500000
16.360000,0.000000
16.380000,0.000000
16.400000,0.000000
16.420000,0.000000
16.440000,0.000000
16.460000,0.000000
16.480000,0.000000
16.500000,0.000000
16.520000,0.000000
16.540000,0.000000
16.560000,0.000000
