E,flux
1.447700,3743167.200000
1.451200,3714849.600000
1.454600,3686311.200000
1.458100,3657496.800000
1.461600,3628461.600000
1.465100,3599150.400000
1.468600,3569673.600000
1.472000,3539865.600000
1.475500,3509892.000000
1.479000,3479642.400000
1.482500,3449116.800000
1.486000,3418425.600000
1.489400,3387403.200000
1.492900,3356160.000000
1.496400,3324696.000000
1.499900,3292956.000000
1.503400,3260995.200000
1.506800,3228758.400000
1.510300,3196300.800000
1.513800,3163567.200000
1.517300,3130612.800000
1.520800,3097382.400000
1.524200,3063876.000000
1.527700,3030148.800000
1.531200,2996145.600000
1.534700,2961866.400000
1.538200,2927311.200000
1.541600,2892535.200000
1.545100,2857428.000000
1.548600,2822100.000000
1.552100,2786496.000000
1.555600,2750560.800000
1.559000,2714404.800000
1.562500,2677917.600000
1.566000,2641209.600000
1.569500,2604115.200000
1.573000,2566800.000000
1.576400,2529153.600000
1.579900,2491176.000000
1.583400,2452922.400000
1.586900,2414337.600000
1.590400,2375421.600000
1.593800,2336174.400000
1.597300,2296596.000000
1.600800,2256686.400000
1.604300,2216390.400000
1.607800,2175708.000000
1.611200,2134639.200000
1.614700,2093239.200000
1.618200,2051397.600000
1.621700,2009169.600000
1.625200,1966500.000000
1.628600,1923333.600000
1.632100,1879780.800000
1.635600,1835731.200000
1.639100,1791129.600000
1.642600,1746031.200000
1.646000,1700436.000000
1.649500,1654178.400000
1.653000,1607368.800000
1.656500,1559896.800000
1.660000,1511762.400000
1.663400,1462910.400000
1.666900,1413340.800000
1.670400,1362888.000000
1.673900,1311607.200000
1.677400,1259332.800000
1.680800,1206064.800000
1.684300,1151692.800000
1.687800,1096161.600000
1.691300,1039305.600000
1.694800,980959.200000
1.698200,921067.200000
1.701700,859353.600000
1.705200,795597.600000
1.708700,729578.400000
1.712200,660964.800000
1.715600,589260.000000
1.719100,514005.840000
1.722600,434512.320000
1.726100,349918.320000
1.729600,259208.160000
1.733000,161603.520000
1.736500,59925.120000
1.740000,0.000000
